text,star
사랑하는 가족들과 건강하고 행복하게 사세요~! ,10
최민식/한석규는 명불허전 하지만 뭔가..찝찝하게 끝나는 느낌이랄까? 여운도 아닌것이... 재미도 아닌것이... 뭔가 아쉬운 느낌? 의복 이나 세트등과ㅜ더불어 영상미는 좋은데... 극적인게 없음... ,7
나에겐 참으로 별로였다..쓸데없이 너무 길다..지루해서 디지는 줄 알았다. ,6
오랫만에 만난 좋은영화.명작이 될듯합니다! ,10
보고싶었던 영화였는데 드.디.어 보게되었다.재미있게 잘 봤고 슬픔과 현실에 저런 일들이 있다는걸 다시 한번 생각해본다. ,10
연기와 식상하지 않는 코믹이 재밌었다 근데 마지막 스토리가 꼬인게 조금 아쉬움. ,9
"실제 이러했다는데, 용감하데요.아마 미국이 졌으면,세상이 많이 바뀌었을것 같네요.아직도 눈에선하네요,마직막 히류항모에 뛰어드는 미해병대 급강하 폭격기들이..!!잘봤어요, 추천합니다. 보기드문 해전씬 입니다. ",9
강철비의 스토리라인과 신과함께의 cg 잠깐 나온 전도연의 연기력 ,8
,10
뻔하지만 나쁘지 않았다. ,10
재미없습니다 봉오동전투가 재미 있었다면 미쿡인 이입하시고 보면 재미 있을지도아니군요  아마 그냥 재미없음요 ,5
나도 진보좌파지만  이 영상물엔 별 한 개도 아깝다 ,1
세종과 장영실의 인간적인 모습 감동입니다. ,10
백두산보다 천만배 재밌음 이런영화가 왜 롯데시네마에서만 하는지 흥행 못하는지 이해가 안될정도 ,9
역사 영화 참 잘만든다 우리나라별자리로 이어가는 연출이 대단했다. ,9
,10
오랜만에 재미있는  영화 봤네요~~ ,10
택시는 연료가 얼마나 많은거지...북한을 거의 가로질렀는데.... ,10
"우연이란 없습니다. 모두 신의 계획입니다. 타협이 아니라 변화하고 있는 것이고, 삶은 본래 움직이는 것입니다. 신은? 그 이동하는 길에서 마주치게 되겠지요. ",10
재밌어요 다른 전쟁영화와 비교해도 최고입니다 오히려 다큐같아서 더 좋았어요 ,10
백두산의 알바들로 인한 악의적 평점 하락.여기또한 재미없음에도 평점 알바..어제 그것이알고싶다 처럼  참심각하다. 노잼 ,4
애들은 잼있어하고 좋아해요. 개인적으론 티브이 버전이 좋았습니나. ,8
,10
최민식 한석규... 뭐 더 말이 필요한가?? ,10
많이 웃었어요 10대 시절 생각도 많이 나네요 거석이형 짱 ,10
한국 영화 재미없어서 잘 안보는데 정말 재밌게 봤어요. 최고의 한국영화였네요 고리타분하지 않고 신선해서 좋았어요. 연기자들의 연기는 최고네요지금껏 공유씨는 비슥한 캐릭터만 했다고 생각했는데 정말 이번 영화에서 뭔가 굉장히 자연스럽고 현실력 있는 최고의 연기력을 보여줘서 놀라웠어요. 각본이 좋고 감독 연출이 모두 좋았네요감사합니다 ,10
최고의 영화였습니다!!! ,10
,10
아이가 좋아했어요~또보고 싶다네요 ,10
일생을 다살고난후 남는것은 결국엔 내가 모은것이 아니라 뿌린것이다!!! ,10
아이들과 크리스마스날 보러갔었습니다~~두아이다 기대하고 갔었는데?ㅎㅎ 재미있었다고하네요~^^저도 보는동안 아이들꺼라 별기대안했는데 나름 재미있게 잘봤습니다~^^극장판이라서 그런지 스토리도 탄탄하고 좋네요~^^ㅎㅎ큰아이는 한번더 보고싶다고ㅋㅋ강림이도 멋찌고 ㅎㅎ ,8
초등학생용 영화 입니다.정말 말도 안되는 스토리 개연성 입니다. ,2
생애 처음으로 어머니가 보면서 우신 영화 ,8
"최민식,한석규 말고도 모든 배우들의 빈틈없는 연기?♂? ",10
"욕 안하는 한국영화 올만에 좋다 “ 생각했는데 세종이 욕하는 씬이 이렇게 사이다일줄이야.  한석규, 최민식 두배우 연기, 연출 말하기엔 입아픕니다. 꼭 보세요 ㅡ ",10
감독님 왜그래요....레미제라블 때만해도 좋았잖아요.... ,1
영화의 시작과 마지막이 감동 그 자체 ,8
스타워즈 매니아들은 재미있나보네 대중성이 없단얘기지 ,4
실화를 바탕으로 재밌었습니다~~ 좋은영화~ ,10
"사회적인 인식이 누군가의 인생이 불행할 수 있다. 하지만 누군가는 당신의 행복을 응원합니다. 세상은 다수의 응원이 아닌, 나를 이해해주는 소수때문에 행복하고 살 수 있는 힘이 생긴다. ",8
난 두번 봤는데도 졸잼이었능데 마동석이 다시 조폭으로 들어갈때 악인전 외전이라 느꼈음 그리고 결말이 좀 흐지부지한건 인정 ,10
10년의 시리즈를 잘마무리한 인생영화 ,10
총이 있는데 왜 싸우다 칼 맞고 총을 쓰나요.이건 클리셰로 봐주기도 너무 무리가 있지 않나요.아..그리고 미옥은 제 전여친 이름이네요.ㅡㅡ;;; ,1
배우들 연기력에 감탄하고 옴 ,8
"볼만한 영화다, 그럭저럭 ",6
과한 브로멘스. 과하게 넘치는 연기. 뻔한 스토리. 셀망스러움 ,2
좀 지루할거랴 평에 망설였는데 오랜시간에도 지루하지 않고넘 잼있네요 감동두 있구 강추합니다 ,10
현실감이 뛰어난 전쟁 영화였다.  그것만으로도 충분한 영화. ,10
"이병헌, 수애가 다한 영화. 이런 감정 오랜만에 느껴보네요. 꼭 곁에 두어야만 사랑할수 있는건 아님을.. ",10
다큐와 미국 영웅 주의의 절묘한 조합 ,9
"악어가 튀어나올 때 놀랐고, 샤워실에서 주인공이 탈출하는 장면이 인상깊었음. 그런데 마지막에 집 꼭대기까지 물이 불어난 장면이 현실성이 없는 느낌이라 좀 아쉬웠음.. ",9
,8
아주 현실적인 영화입니다 ,8
액션위주로 보다가 카레이싱영화는 처음인데 몰입하니 재미있네요 이런거는 영화관서 봐야지 집에서 보면 안되요 화면크기 효과로 호불호가 갈릴수있어서 ,8
해바라기 전시할려고 저 난리를 부리네 ㅋㅋ  범행동기도 왜저래.. 옷걸이급이네.. ,4
영화를 만들려면 편집을 제대로 했어야지? 영화 만들다 말았던데? 편집하다말고 영화 냐보내는건 좀 아니잖아? 중간에 보다 나왔다. 시간 아깝더라. ,1
엉망진창 영화. 돈 아까움. ,1
미국 일본 2차대전은 진주만 위주만 보다가 미드웨이전은 처음 보는데 괜찮았아요 더 이상 이야기하면 반칙이니 이야기 안할게요 추천합니다 ,8
넘 재미있게 봤었요다만아쉬운점운 결론이 아쉬움 ,8
무슨 세종대왕이랑 장영실을 브로맨스 소수 메갈들이나 좋아할 bl 물에 나오는 게이새끼마냥 그려놓고 이영화는 최민식이랑 한석규가 연기로살린거지 영화자체의 내용은 하나도 없음 기승전결 이 아니라 기승 까지 하고 끝났음 진짜... 한석규가 OOO 한거말고는 칭찬해줄게 하나도없음 전반부는 졸려서 졸았음 내가 영화관에서 존 영화는 이게 유일함 내가 별하나라도준거는 한석규랑 최민식 연기때문에 준거임 ,2
"전범국 일본은 싫지만 기술력이 참 대단하긴 하다 우리는 돛단배 타고 다니던 시절에 최신 전투기, 군함 만들고 선빵을 치다니... ",8
돈으로 살수없는것 자신의 일을  순수하게사랑하고  열정을 가진사람 ,10
감동  짱입니다정우 연기 좋아요 ,10
비과학적 논리와 엉성한 시나리오에 짜증만.. 억지스런 괴물 모습에 코웃음까지. ,1
하....아이고 아니 미화를 왜하는지.. ,2
대깨문들이 환장하고 밀어주는 백두산 따위와는 비교조차 안돼는 볼거리 가득한 헐리웃스케일을 보여주는 재밌는 영화네요.. ,9
최고다 진짜  ㄹㅇ 개재밌음 ,10
전두환이 아직 살아있다니..  믿을수가 없다. ,10
20년이 지나 다시보아도 최고의 엔딩.자하의 마지막 눈빛이 잊혀지지 않는다. 가슴이 미어진다. 최애영화중 하나! 명작중 명작이다! ,10
이해를 못하겠다.백두산도 보고 시동 미드웨이도 본사람으로 아직도 백만을 찍지 못했다는게 의아하다.백두산보다 훨 좋다. ,8
1편 꼭 먼저봐야하는 두편을 한편이라 생각하고 보면됨 ,8
"기대하지 않고 시간대가 맞아서 감상한 영화. 운이 좋았다. 거품도 없었고, 쓸데없는 감성팔이가 없어서 얼마 전 본 백두산과 차이를 많이 느꼈다. 오랜만에 몰입할 수 있었던 영화였다. ",10
"아니...영화야 영화라고 그냥 시나리오라고무슨 현실성은 따져? 그냥 한국영화면 다까고 보는 엘사빠들.., ",10
명배우들의 만남 ,9
새벽에 cg*채널에서 나오길래 보고있는데..주성치 영화 좋아하는 입장에서 이건좀 아닌거 같은데...별점1 주기도 아까움 ,1
생각보다 영상미 좋았고 배우들의 연기도 좋았음. 스토리가 황당하기는 하나 영화이니 감안해서 보자 ,10
예전에봣는데 티비에서 해주는거 다시보고 평점남김 ,9
원작에 충실해서 망한 영화. ,6
사실과 다른 허구가 가미된 미국 국뽕영화.. 아이맥스관에서 덩케르크 보다 이거 보고 마음이랑 눈썩는줄 ,1
,10
캐스팅은 캐릭터들과 너무잘어울렸으나 웹툰의긴호흡을 두시간도안되는시간에 담기에는 무리가아니였나 싶네요. ,4
난 꿀잼인데....내가 이상한건가ㅠㅠ연기좋고 cg퀄도 나쁘지않은데우리 부부는 넘 재밌게 보고왔는데..ㅠㅠㅠ평점이 다 왜이래 ,10
"별점은 별로 의미가 없다. 이 영화에서 말하는 정확한 '이유'에 대해서는 하나도 중요하지도 궁금하지도 않았다. 그것을 꼭 알아야 하는 것도 아니었으니까. 누구나 외로움을 가지고 살지만, 그것은 모두 치유될 수 있다. 이 영화는 그런 영화다. 치유, 힐링. 나를 대신해서 마음을 치유해주는 그런 기분을 선사했다. 음악도 아주 좋았다. ",8
잔뜩 힘이 들어간 어설프게 느와르 흉내를 내며 뭔가 있어 보이려 노력했지만 부족한 연출과 예산으로 어설픈 범작의 한계...그래도 송서연은 개이뻤다! ,5
보는 내내 여자 캐릭때문에 화가난다 화가나! ,1
멍청한년 땜에  싸우다  갑분 화해                   어른용으로 시원하게 피튀기고 싸우던가  어린이용으로 첨부터 훈훈하게 하던가  이도아니고 저도아니고 ,3
믿어주는사람도 없고 데이브만 불쌍 .. ,8
이시대를 살아가는 남자들은 한번씩 꼭봐야합니다(본인남자) ,10
"막장 백수 여주인공, 케이트의 미소가 너무 예쁘고 배려심 깊은 사장님, 산타의 마음이 빛났으며, 남자가 봐도 조각미남인 톰의 순수한 가치관에 마음이 따뜻해진다. A급 로코라 하긴 좀 부족해도 무난히 따뜻한 시간 보낼 수준은 된다. ",8
쓰레g영화 ,1
내가 이영화를 왜 이제 봤을까 ㅜㅡㅜ 브라이언 너무 좋으다 ㅠㅡㅠ ,10
안젤리나졸리 연기 내 판타지 충족 시켜주는 말레피센트 모습 영상 몽땅 안젤리나졸리 10 사랑합니다 눈물나게 ㅠㅠ 나의 여신님 두고두고 봐야지 소장! ,10
종북 좌파 영화 보지맙시다 ,2
오랫만에 영화다운 영화를 본듯 ,10
보는 내내 정말 많이 울었고 배웠고 행복했습니다 ㅠㅠ 이런 영화가 천만이 넘어야 된다고 생각합니다.. 진짜 ㅠㅠㅠ 감동임 진심 ,10
,10
완전 재미까지는 아니구 그냥 볼만한 영화약간 산만하기도하구 초반 전투신은 콜오브듀티 플스화면하고 거의 같음..그냥 볼만함 ,7
하늘로 날아가는 나방이 이리 예뻐보일줄은 ,8
참 쇼킹하고 감독이 사람 심리를 잘 아는것 같습니다 . 비이성의 극을 보여주는 남주 ,10
뮤지컬 헤드윅을 먼저 접하고 봤는데 인생영화가 되버렸다! ,10
남주 여주 결국 어떻게든 이어질줄알았던 나에게 뒤통수를 후린영화 ,10
"배우분들 기대하고 보신다면 주제가 주제니만큼 실망이 클 수도 있습니다. 영화 주제와 모순되는 외모 주의 연출이 감점 요소이기도 하구요.하지만 반대로 스킨십, 연애 장면을 못생긴 배우가 연기 했다면 그것대로 불편함을 느낄 관객이 많았을 거라는 점을 감안해, 이해가 되는 흐름이었다고 생각합니다. 배우들의 연기는 말할 것도 없고, 스토리야 뻔하긴 하지만 연애에 갈등 요소로 좋은 소재를 선택했고, 시각적 자극이 중요한 영화의 특성상 뻔한 스토리가 되버린 소재더라도 영상미,연출을 이용해 감성을 자극하는 방식으로 지루하지 않게 담아냈다는 점에서 높은 점수를 주고 싶습니다. ",9
영웅은 잊혀질 수 없는 존재들이다. 당신들에게 감사합니다. 잊지않겠습니다... ,10
"감독 논란을 모른 상태로 보았습니다.그냥 개인적으로 재미가 없었습니다...보면서 뒤에 내용이 어떻게 될지가 너무 뻔하게 예상됐던점이 지루하게했던 가장 큰 요소였습니다. 그래도 뭔가 있겠지 싶어 졸린 눈 비비며 끝까지 봤지만 역시나 뻔하디 뻔한 결말이었네요.. 느와르,액션인건 그렇다치고 로맨스도 이 영화의 장르인데 개인적으로 로맨스적인 면도 솔직히 크게 못느꼈습니다. 임시완을 통해 뭔가 예상못할 반전이라도 있었다면 좀 덜했겠다만 그게 아니라면 진한 무언가라도 남겨줄줄 알았더니 그것도 별로...그냥 그나마 볼만했던건 출연배우들 연기가 모두 너무 출중했던것 뿐.. ",4
잼잇게봄. 결말좋음! ,8
,10
,10
가짜뉴스의 문제를 캐릭터로 만들어버린 마블. 재밌어. ,8
평점은 안좋은데 왜 계속 영화순위는 1위인걸까??ㅋㅋ ,10
다양한 생각을 하게 해주는 영화...유튜브 등에 다양한 해석이 있지만 주관일 뿐이므로각자의 방식으로 받아들이면 될듯 ,10
이미 검증된 최민식보다 이건 한석규의 영화. ,10
감동적입니다. 안보신분들 꼭 보세요. ,10
,10
인생 한번 사는 것. 지나가는 바람처럼 대수롭지 않은 것. 자유롭게 뜨겁게 ,10
역사를 바꾼 전쟁영화. 스타워즈 느낌도. ,10
"""짭새야~~"" 때 빵 터졌다. 그 외는 잘 모르겠다. 일단 납치하는걸 누군가 목격하고 뛰어가 쫓아가는데 그냥 두다니 조선족들 너무 허술하다. 무서운조직의 일원이 쇠파이프 하나 무서워서 함부로 접근 못하는 것도, 장기적출하고 증거도 인멸해야하는 중요한 인질이 시끄럽게 떠들면서 문을 나서는 동안 잠에서 깨는 놈 하나 없다가 시계 알람에는 번쩍 눈뜨고... 애초에 불침번 없는 것도 신기. 아무튼 개연성을 해치는 요소들이 많다 ",6
잼ㅇㄱㅆ네?? ㅋㅋ웃기고재밋고갬동 ,8
민감한 소재를 이토록 은은하고 아련하게 플어내다니... 그리고 무엇보다도 겨울에 특히 잘 어울리는 영화! ,10
,10
예전에 극장에서 보고 티비서 다시 보는데.. 영화 자체는 잘 만든 것 같은데 그 동성애 서로 그 장면은 솔직히 개인적으로 역겹네요ㅜ ,6
여자 씨~발련이 ㅈㄴ답답하네? 이마에다 발뒷굼치로 존나 찍고싶다 ,1
연기 웃음 감동 삼박자 굿..ㅠ ,10
서로 동화되가는모습이 나쁘지않게연출된거같다 전개도 지루함은없었다 일본인들이 여자를 잘 꼬시는구나..ㅋㅋ ,8
인천상륙작전 장사리 같은 영화보다 몇 배이상 잘 만든 영화! 반드시 극장 관람 강추 !! ,9
만화인가요?현실성 없고 내용도 없고 흥행만을 위한..  돈만 많이 쓴것같은 작품..네가족이 봤는데 돈아깝네요 ,2
볼때마다 숨이 턱 막히고 가슴이 답답할 정도로 힘든 영화임 영화후반부 너무 슬펐음 ,8
기다렸던 영화인데 아이가 재밌게 봤다고 합니다 ,6
,10
그럭저럭요~디즈니가 더 낫네요 ,6
미국이 좋든 싫든 우리의 우방국가이며 미국이 없었다면 지금쯤 우리나라는 북한이나 중국처럼 자유가 없는 나라였음에는 자명하다. 미국의 목적과 의도가 우리가 생각하는 것처럼 숭고하지 않았으며 그들의 이익을 위해 한반도를 구했다고 할지라도. 우리는 감사한 마음을 갖고 있어야 한다. 대게 이러한 부분은 생각지도 않고 갖잖게 얻은 지식과 선동에 휩싸여 반미감정을 갖고있는 것을 반성해야 한다. 문재인 뽑은 멍청한 개돼지 국민들아...나는 니들이 제발 이 나라에서 떠났으면 한다. ,8
늦었지만 후기 남깁니다딸래미들이 재밌게 봤다고 합니다 ,6
정말 다시 보고 싶은 영화입니다 파일 갖고 계신 분 꼭 부탁드립니다 sysfff2@naver.com입니다 ,10
 나름 의미 있고 재밌었다 ,9
노래가 1편보다 별로라고 생각하는 이유는 1편은 주인공들이 느끼는 감정을 노래하는 거라서 그 느낌을 살려서 노래를 만들 수 있어서 노래가 임팩트가 있지만 2편은 1편과는 다르게 노래로 스토리를 이끌어 나가서 스토리가 매끄럽지 못하다고 느낄 수 있다 하지만 절대 아쉬운 영화는 아니다 ,8
스토리가 생각보단 현실성이 없지만 배우들 연기는 딱히 단점이 없네요. 라인업 때문에 화제성도 있고 천만은 무리없이 갈 것 같아요. 잘봤습니다. ,10
밑에 누가 X싸다 말았데! ,4
그냥 사회적 구조와 환경에 따라 한 사람이 어떻게 성장할 수 있는지 어떻게 살아가는지를 볼 수 있는 영화. 가족애도 느낄 수 있었습니다. 아버지도 그런 환경에 살았기에 어머니도 그런환경에 살았기에 김지영이 마주한 환경이 그랬기에 영화다 보니 조금 극적인 느낌들 때문에 조마조마한 순간들도 있었어요. 조금만 더 담담하게 그려냈다면 더 좋은 영화가 될 수 있었을거 같네요. ,10
사랑스런 범블비와 챨리의 달콤한 우정 ,8
"2004년 중학교 1학년때 개봉했을 때 영화관에서 보고, TV에서 틀어주면 또보고, DVD사서 보고, 16년 재개봉했을 때 또보고 그냥 내 인생영화임 ㅠㅠ 어렸을 땐 그냥 감동적이였는데 이제는 팬텀과 크리스틴의 모든 감정을 공유하려 하니 다시 벅차오르네 ㅠㅠㅠㅠ ",10
대부와는 또다른 느낌. 실화라는걸 보고도 믿기지 않는 느와르의 정수.. 꼭봐야함. 스페셜 영상 '아이리시맨을 말하다'도 꼭 보세요 ,10
배우들이 티키타카하며 재밌는 대사를 주고 받지만 너무 재밌지도 않고전달 하려는 메시지도 강하지 않다 ,4
이걸 한시간 십분이나 참고 본 나를 칭찬하며 30분 남겨두고 꺼버렸다. 모두가 전부를 잃는 곳에서 본인의 상실에만 몰두해버린 남자의 영화. 동료 모두를 위험에 빠뜨리는 이기주의. 왜? 왜? 왜? 대체 왜? 아무도 이해못할 광기와 집착을 말하고 싶었던 거라면 의도대로 잘 만든 영화. ,4
오랫만의 전쟁영화라서 큰기대 안하고 봤다가 깜놀했네요. 스케일도 크고 CG가 거의 실제같은 잼난영화임다. 강추드림다!!! ,10
요즘 개봉작들중에 제일 재밌음!! ,10
지루했고 CG는 너무 티나서 보기 좀 그랬음 연기력 탄탄한 배우분들이 연기한덕에 이정도 평점드린거임 ,8
평점처럼 막 재미도 없고 그런 영화는 아님 사람들이 이병헌 하정우가 베를린이나 서로 대립관계를 유지하는 지리는 첩보영화를 기대했다면 실망을 했겠지만 기대없이 보면 의외로 코믹이 가미된 영화다 그리고 북한이 선이고 미국이 악이라는 말이 많는데 여러 입장에서 생각해보면 여러 국가가 서로 할 수 있는 최선의 방법을 선택한것 뿐이다 하지만 백두산 폭발 이라는 논점이 가면 갈 수록 흐려진다 ,6
오늘 5번째 봤다 볼때마다 모든게 상징적이라 지루하지 않다 우리나라사람이라 이해할 수 있다 생각하는데 큰상들을 받는거 보면 어디에나 이런 관계는 있는 듯하다 피해를 보는건 아무것도 모르는 아이들이지 어른들의 전쟁에 그누구의 아이들이 안전하겠는가 세상은 이렇게 흐르는데 답이 있겠나 싶은 영화이다 봉준호감독은 어디에서도 볼 수 없던 영화를 만들어 내는 천재인듯 ,10
"뭐지? 의문으로 빠져들지만 난 끝내 알 수 없었던!!! 김기덕 감독의 '인간, 공간, 시간 그리고 인간' 이 떠올라!!! ",5
엉엉 울면서 잘봤어요. 거기나오신배우들 전체케미가 숨막히게돌아가더라구요. 인생영화 하나 만들어갑니다. ,10
어릴적 이 영화에서 본 특수효과는 정말 경이로웠다... 그리고 매력터지는 마티의 여친... ㅜㅜ 생각만해도 모험심에 가슴뛰고 먼가 가슴 따뜻하다... ㅜㅜ 그립다 그시절 ,8
호아킨 피닉스 연기가 정말 후덜덜하네요 몰입도 최고 시간 후딱 가더군요 ,9
어떻게 끝낼까 기대되는 찰나 참 맘에드는 결말. 멋진 한 방이다. ,8
"북한 고위급이 모인 건물이 무너졌다고 기승전 무주공산 어부지리로 북한땅을 남한이 먹는다는게 말인가? 똥인가? 박근혜의 '통일은 대박' 이라는 개소리급 전개 아닌가 싶다. CJ가 문체부 산하의 영상문화투자금이랑 우체국이나 산업은행 같은 국가 투자금 노리고 정권의 시녀노릇 하는게 어제오늘이 아니라서 별말 안하려 했는데 진짜 임산부의 몸으로 수영 한번 했다고 사람 꽉 찬 버스안에서 세상 혼자인듯이 우는 수지랑 마동석 앞에서 쎈척 고고한척하다 급 첩보영화 찍던 여자 청와대수석, 부상 총 맞은 남자부대원 데리고 연고 하나 없는 북한에선 뜬금없이 버스운전까지 해서 부대대장 구하러 가는 여자대원까지 영화 곳곳에 페미 똥물 끼얹고 싶어서 안달난 모습이 무엇인지를 열정적으로 보여준 그런 영화. 영화 총평 : 현정권의 정치코드를 영화에 억지로 눌러 담은 지지율 올려보려고 만든 홍보물과 유명한 한국 배우들 클리셰 패러디들 때려박은 흔한 오락물을 억지로 결합해서 만든 부드러운 느낌의 국뽕홍보영상, 검머외가 뜬금포 임산부 한명 보고 미국행 포기하고 애국심이 도취되어 전향하고, 현실과 너무 괴리감 드는 걸크러쉬한 여케들이 곳곳에서 활약하고, 북한 지도층은 존나 한심하고 무능한데 그와중에 또 북한인 주연은 존나 유능하고 착해서 자기희생해주는, 강철비 용의자 같은 2류 북한영화에서 이미 쓰고 지나간 지극히 남한사람들의 판타지적 욕망을 담은 판타지의 판타지를 거듭한 진보주의 색채의 국제시장 급 국뽕영화. 하지만 국제시장은 그런 사람들도 있지 않았을까? 하는 생각을 들게 하는 일부사실적인 요소라도 포함되어 있지만 백두산은 과학적으로나 사회적으로나 정치적으로나 존재하지 않는 근본도 없는 판타지요소를 너무 첨가해서 MSG가 메인이 되어서 어떤 재료가 들어가든 빠지든 상관없는 듯한 영화. 그나마 감성돔을 라면 끓이는 냄비에 쳐넣으려다가 매운탕에라도 넣어주셔서 최악은 면한듯한 안도감이 들어서 후한 점수 드립니다. ",2
울면서도 스스로 이해가 안되었던 영화 ,10
완벽함! 잊혀지지않는 영화! ,10
지금봐도 명작 최고다ㄷㆍ ,10
웃길려고 만들었으나 개그적인 요소 일도 없고 유치찬란한 영화인것같음 ,1
아니  갑자기  첫장면부터 스토리도  산으로가고  갑툭티  나타난 여자땜시  영화가 드럽게 잼없네1편은  명작이더니 ,4
고전 명작 이런걸 떠나서 그냥 내인생 최고영화다 나20대인데 동년배들도 다 대부 지지한다 ,10
안보면 후회한다. 인생영화다. ,10
,10
흠 이게 왜 못 떴지? 볼만해요~ ,10
국내 극장가의 모습이 켄 마일스를 대변한다 생각. 이런 작품은 더많이 걸려야한다. 새벽 1시 하루 한번 상영하지않고!!!! ,10
"지극히 비현실적 스토리와 설정, 배우들의 지나치게 뛰어난 연기력, 뻔하지만 웃지 않을 수 없는 개그 코드들... 정신없이 보고나니... 결국은 친구랑 소주 몇잔 한 것 같다. 마지막 한변이 했던 말.. 그렇게 애쓰면서 살 필요 없다는 말.. 40대 중반이 되니 무슨 말인지 알겠다... ",8
"그냥 처음부터 끝까지 진부하고 지루한 영화, 유머스럽고 코믹한 부분이 있긴했지만,,, 전체적으로 억지로 끼워넣은 느낌이 많이 들었다. CG도 돈 들이부은만큼 퀄리티는 좋았지만, 스토리부분이 너무 부자연스러워서 퀄리티 좋은 CG가 민망할정도,, ",4
재밌음...근데 처음엔 재밌다 나중에 영화가 끝나고 곱씹다보면 연개성이 너무 떨어진다는거...지금 저 시대가 2100년에 가깝다는거임 점수가 너무 높아 낮추기위해 이점수준다 ,1
나 이 영화 왜 이제 본거야...ㅠㅠ ,10
스토리랑 개연성이 많이 떨어지네요이시언님 연기 좋았어요 ,2
보고싶은사람한테 카톡와서 달리는 그 순간만큼은 우사인볼트도 이길수있음 ,10
크리스틴이 안예쁘다고?? 예쁘기만한데? 하도 평이 안좋아서 그동안 안보다가 이제서야 봤는데 물론 샤를리즈테론 예쁘고 연기 잘한건 인정하지만 크리스틴은 또 다른 스타일로 완전 예쁘다. 내 눈엔 세상에서 제일 이쁜거 맞음. 중세 시대 배경으로 해서 우중충한거고 저렇게 떡진머리에 더러운 옷과 때묻은 얼굴로도 저정도 예쁘면 대박아님? 연기도 나름 풋풋하니 좋구만. 그냥 아쥬 순수해 보이는데... 암튼 난 생각보다 잼나게 봤음. 물론 좀 오그라드는 장면들 꽤 있었지만. ,8
일본이 얻어터지는 '이시국'에 적절한 영화~! ,10
마블 다크피닉스의 디즈니버젼..ㅋㅋㅋㅋ ,6
하~도 꿀잼꿀잼 ㅈㄹ을 해대서 VOD 돈 내고 봤는데 내참 5천원이 아깝냐 스토리 각본 꽝에 그냥 말도 안되는 건물 클라이밍 타는 영화. 드론은 기가막히게 찾아서 전국 생중계하면서 헬기는 왜 못 찾는데? 배우들 연기만 잘한다. ,1
복제인간도 이제는 딱히 신선한 소재도 아니고 스토리도 너무 식상. 액션은 초반에 나온 오토바이씬 예고편에 나온게 전부. 그 뒤는 너무 엉성하네. 치고받는 장면도 CG로 만든건가 왜이렇게 어설프지... 복제인간도 CG가 너무 어색. 후반부에는 자금 부족했나 얼굴이 막 다르게 보일 때도 있네... ,1
사바하 보고싶어지게 만드는 영화다. 생각보다 잘만들기 힘든 장르구나. 그래도 이런 류의 영화가 한국에서 또 나오기를. 범죄느와르물 질린다 질려 ,3
별기대안하고 봤는데 졸 재밌네요 똑같은 배우에 내용도 스토리도기대이하인 한국 영화 볼바엔 차라리 외국영화보는게 훨나음. 재미도 없는 영화 몇몇배우 내세워서 홍보하고 수익내는 한국영화 돈주고 봐주는게 한국영화 경쟁력 더 떨어트리는듯. 진짜 최민식 송강호 별다를것도 없는 연기 지겹다 지겨워 애네없음 영화 못찍냐?지겹다지겨워 ,10
배우들의 연기는 일품이나 각본이 좋지 않음 ,6
"백두산 같은 우리나라 군인 개 호구로 보고 북한 빠는 좌빨 영화 보지마시고 미드웨이 보시길 !!!친미, 반중 , 반북!! ",10
뻔하디 뻔하고 재미도 감동도 없었네요 ,1
수작도 아니고 망작도 아니고 그냥저냥 딱 7점이 어울리는 영화. ,7
평 안좋아서 안볼려다가 백두산보기싫어서 봤는데 재미있는걸? 가슴이 뛰더라 진짜 저해전땜에 우리나라도 독립한건데 우리나라는 빨갱이들하고 싸우고있으니 ,8
영상미외엔 볼게없음.1편 너무 좋아서 기대했는데 완전 최악. 스토리 구석구석이 다 어이가없고 보는내내 짜증만 남.오마갓ㅠ ,2
초반엔 진짜 재밌어요. 박진감 넘치고 CG도 훌륭하다고 생각. 그런데 중간부터 묘하게 이상해지다가 후반부에는 진짜 띠용스러워요. 원래 영화리뷰 안남기는데 관객수에 속아서 봤다가 후회중입니다... 겨울왕국2 두번 보세요. ,4
아마게돈 + 더락. 이 감독 이전 영화들 좋았는데 이 영화는 김새네..이런 장르의 영화는 그냥 헐리웃에서 돈 많이 들여서 만들라고 두자. 기술이 아무리 좋아져도 돈 많이 들인 영화 대비하면 별로다. 막판 연출은 신과함께 촬영장인줄.. ,2
"""내게 당신은 완벽해요 가슴 아파도 당신을 사랑 할 거예요."" ",6
후반에 빛 깜빡임좀제발멈춰주길 계속기다리며 참고봄멀미할뻔... ,2
한국영화본 호구입니다 이제다시는 돈주고 안봐야지 ㅠㅠ ,1
재미없다...노잼. ,4
후반전개가 맘에 안드는 부분도 있지만.. 힐링되는 느낌^^;  호불호 확실할 영화일듯..한 . ,8
내기준 2019년 최고였다. 꼭 다시 봐야겠다는 생각이 드는 영화. ,10
꿀잼이요! 영화 진주만 분위기도 나면서아주 재밌어요심야로 봤는데 지루할 틈 없고 박진감 넘쳐요 ,10
살면서 처음 댓글 남겨봅니다.기대를 하고 관람 했는데 모든 것이 기대 이상이였던 최고의 작품 내 국적이 미국인 이라면 눈물 흘리고 관람할 작품 ,10
,10
,9
,10
