text,star
연인끼리 보지마세요..ㅎ,1
점수가너무낮아서..끝까지안졸고봣기때문에 6.9또는 7필요ㅎ액션물에 아름다운 화면이 있어서좋았어요ㅡ미래인데 차가 그랜저 티지인건 엔지 같았어요ㅎ,1
이상하네 난 재미있던데...,1
너무 기대를하고 보러 간거 같네요,0
아수라를 못피했다가 리얼을 정통으로맞고막타로 인랑까지 트리플킬,0
최고의 배우들로 하여금 좀 더 몰입해서 볼수 있던 영화였네요 재밋게 잘 봤습니다^^,1
현실을 다시한번 생각하게 되는영화.  사람의 이면을 볼수있었다.,1
그냥 너무 멋있고 연기도 짱짱 ㅜ,1
로맨스 없으면 영화가 안굴러가냐?,0
"그래서 뭐 어쨋다고,, 시바인랑이 뭐 인랑이뭔데 러브스토리는 또 뭐고",0
너무 재미있었어요. 유해진 배우님 너무 재미있으시구 염정아 배우님은 왜케 귀여우신지!^^ 다른 배우님들도 연기 굿뜨!! 또 보고 싶은 영화예요.,1
차라리 리얼보는게 낫다싶을 수준...,0
실제에서의 랄부친구사이에 게이 커밍아웃 하면진짜 존내게 맞습니다(사랑의매) 어떻게든 치료시키고여친소개시켜주고 정상인 만들어버립니다.기억하세요.,1
"그냥 딱 6점이 어울릴듯... 스토리랑 연출에 좀 더 신경을 썼으면 괜찮았을 영화였는데, 아쉽네요",1
근래 한국영화 중에는 제일 재밌었네요. 보다가 중간에 아 다들 연기가 아니라 진짜인거같네 라는 생각을 했는데 노출에 의지하지 않고 신파나 자극적인 신파에 의지하지 않아도 성공할수있다는 희망을 한국영화에 던진거같습니다...,1
밑도 끝도 없네요 진짜.. 대의도 명분도 없는 스토리.. 납득 불가한 캐릭터에 뜬금없는 로맨스... 하.. 이런 쓰레기 영화 이제는 그만 나와야 됩니다.. 한국 영화 수준이 떨어집니다,0
볼만은 한데 타임킬링 정도는 됨 영화 안에서 스토리 개연성을 잘풀어가지 못한게 단점진짜 리얼은1점인데 ..리얼취급 정도 까지는 아닌듯,1
너무 재미없네요...돈아까움,0
유상재님 별점 테러하러 왔습니다.,0
영화는 재밌는데 굉장히 불쾌한... 배우들이 연기를 잘한거겠죠..,1
"진짜 강동원만 보고 봤는데 이렇게 노잼일수가..액션영화보다가 잠든건 처음이다분명 2029년이라 했는데 배경은 8,90년대 같음중간에 동화얘기 자꾸 껴넣는거 너무 오글거리고 웃겼다ㅋㅋㅋ",0
정상인이 없구나 라는 생각을 하면서도 우리가 다 가지고있는 비밀들을 생각하면 저게 정상이 아닐까 하는 생각이 들었다,1
진짜 재미있었어요! 배우들도 연기 너무 잘하시고.. 짱이었어요!,1
"영화관 알바생입니다. 이거 볼 바엔 보헤미안 랩소디 추천 드립니다...정~~말 완벽한 한국영화...어디에서 웃어야 할지도 모르겠고, 이상한 마무리.. 저는 무료로 봤지만 상영관에서 만원주고 볼 영환 아니라고 생각합니...",0
뭔가 있는 듯 하지만 결국 별것 없는. 가볍고 웃기지만 코미다라고 부르기엔 웃음도 모자란.  고작 비밀이라는 것이 남 험담하고 바람 피우는 것이 전부인 수준.,0
조조보다가 자긴 처음이에요,0
진심 미안한데 쓰레기다스토리는 중간중간 끊기는 느낌이고 개연성이라곤 찾기힘들고그놈의 배경 음악은 왜이리안되는 상황 커버할려고 노력하는지 연기 잘하는 배우 데려다 뭣하는건지 모를.영화 ㅜㅜ,0
유쾌~ 기발한 내기 속에서 여러 상황이~,1
재밋네여 배우들도 맛깔나고 내용이 흥미진진합니다,1
진짜 대박 ㅠ다시 볼꺼에요올해 본 최고의 영화,1
평점이 너무 저조해서 빠르게 넘기면서 봤다. 근데 그렇게 욕먹을 영화는 아닌거 같다. 내가 영화볼줄 모르는가보다.,1
한국판 액션 블록버스터다. 긴장감과 신나는 액션.. 그리고 특유의 몽환적 분위기와 한효주 강동원 케미 너무 좋았다,1
움찔 아찔 덜덜 시무룩 현타,1
박살난다 이건 누구나공감갈꺼다,1
송하윤만 불쌍해...연기 다들 좋았어용,1
이거보면 숙면한다길레 자러왔습니다,0
재미있다구성이 치밀하다 스릴러 보는줄알았다,1
몰아가기 너무 심하네요,0
저 여자주인공  나오는 영화 절대 안볼거다  신인배우 차고 넘친다,0
공적인나  개인적인 나 비밀의 나정말 재밌게 봤어요,1
그냥그랬음 너무 기대하고봐서 그런가,1
인관관계를 되돌아보게 되는 영화임 재미있었고 별 기대 안 했는데 좋았음,1
아내가 좋아하더라구요,1
영화보는 내내 언제끝나냐… 연출력 스토리구성 완전 다 구림,0
영화는 재밌게 봤는데... 왜 기분이 나쁘지??,1
재밌는 장면도 많지만 재미없고 지루한 장면도 너무깁니다..여기도 알바투성이네..속지마세요,0
기발한 발상이였던거 같아욤~~현 시대에 잘 반영한 소설같은 내용많이 웃고 즐거웠으면  짠하기도 한  내용이었습니다,1
"한시도 긴장을 놓을 수 없는 긴장의 끈, 일상이 스릴러가 되는 마법.",1
재밌어요 호탕한 웃음지으며 웃을만한 영화입니다^^,1
"보는내내 불편,,, 뭐가 재밌는지 1도 모르겠다 믿거,,,",0
하.... 리얼도 못 피했는데 인랑마져 못 피했네,0
영화 볼 바에 밥 한끼 사먹으셈안좋아하는 배우가 주연이어도 궁금해서 봤는데 .. 노잼영화였음,0
인랑 최고였어요 웅장함에 아직도 가슴이 뛰네요,1
한국영화수준보솤잠이나자자,0
재미있습니당!! 지루하지않아용,1
완벽한타인?완벽한타살,1
일단 한효주나와서 망작 스토리 망작,0
보는 내내 거북했다. 이런 내용인줄 알았으면 절대 안봤을 영화..!,0
오랫만에 영화보면서 빵~터졌어요유해진과 양배추머리 배우의 케미가 엄청 웃겼어요근데 끝부분은 조금 시시하게 끝났어요그래도 재밌게 보았습니당~^^,1
모르는 게 약이라는 말이 이때 쓰는구나 ㅎ,1
"리얼,vip는 잘 피해갔으면서..이걸 못피하다니....",0
실제로 벌어질 수 있는 일을 아주 잘 그려냄,1
평점 무슨일임;;;;,1
이 영화를 만든 분이 반칙왕과 목욕값을 만들었던 그 김지운 감독 맞나 싶다.,0
꿀쟘 입니다 좋른 작품 굳귿귿,1
글쎄 공감도안되고 그냥 그랬음,1
그래 우리 모두는 완벽하게 남남,1
이렇게 불편한 얘기를 이렇게나 유쾌하게 풀다니! 이걸 10점 안준다고? 배우의 연기가 명작을 만드는건 아니지만 명작은 명품연기가 왼성한다는걸 입증한 영화!,1
친일푸아 아아아ㅇㅇㅇ,0
누구에게나 비밀은 있다,1
스케일이 대단하지 않아도 최고의 영화를 만들수 있네요짱짱한 배우들 엄마와 보기엔 다소 민망할수있지만박장대소룰 하며 봤어요짱짱,1
넘 기대기 컸었던것 같아요.그래도 잼 있게 봤어요.,1
인간의 이중성을 테이블위에 올려놓고 먹는 재미.,1
"보다가 졸은영환 처음임보는내내 그래서 뭐? 주제가뭐야?싶은 생각만 들었음..2시간20분영화중 1시간30분은 옵티머스프라임같은 옷입고 지하동굴에서 싸우는것밖에 안나옴로맨스 조금, 액션(총질) 조금, 정치(통일이야기) ...",0
이야기는 우리 옆에 있다는 걸 알려준 것 같았습니다. 의외로 생각하게 하는 영화여서 좋았습니다,1
우리솔직하게평가하자,0
음 재밌는 단편드라마 본느낌 ? 조금 마무리는 이상하지만 그냥 볼만함 ㅎㅎ,1
망작까지는 아닙니다.인랑과 상대적들과의 파워밸런스만 좀 맞았다면 어땠을까?아쉬운점.1출연진에 비해 완성도가 낮았다 .아쉬운 점.2킬링타임영화로 나쁘지 않습니다.,1
인간의 이중적인 면모를 핸드폰이라는 소재로 잘 묘사한 것 같음,1
인간적이어서 좋았어요~현실적이고 .. 돈 아깝지 않았던 영화.극장 사람들이 다같이웃기는 첨인거같아요 ㅎㅎ,1
OO같은 영화다 재미없구 쓰잘데기 없이 섹트시위에 태극기는 현제 보수시위를  비판하려구 연출한건데 요즘 영화는 죄다 보수까는데 혈안이네 영화 공작두 그러구,0
너무 재미있는 영화 잘 봤습니다! 좋은 배우 좋은 시나리오 좋은 연출력에 감탄하고 갑니다.,1
"다시 한번 말하지만 역시 김지운 감독, 실사화의 좋은예를 보여줬다",1
유해진 연기 갑갑갑! 너무 집중해서 잘봤어요 ㅋㅋ,1
15분만에 기대는 사라졌고 남은 2시간은 희망고문의 연속이었다.,0
와 진짜 감독이 정말 내용전개를 잘풀어낸다,1
이게 두번보고 세번보고 네번보세요 꼭보세요,1
가볍게 보기 좋아요씁쓸하지만 웃깁니다 ㅋㅋㅋ,1
만원 내고 영화보다가 소외감만 느끼다 나왔습니다...본격 관객 왕따시키기,0
편한 의자와 에어컨의 시원함만 만족하고 갑니다,0
쓰레기영화를 보기위해 쓰레기 표를 사는 행위는 쓰레기 행위입니다. 쓰쓰쓰 법칙이죠.,0
개연성도 없고 그냥 감독 의식의 흐름으로 만든것 같습니다.,0
오랜만에 한국영호다운 영화 불법다운 ㄴ,1
한마디로 그냥 재미없다...김지운 감독 작품 맞냐?....너무 식상하고 상투적이고 유치짬뽕이다!,0
"인간들은 자기자신을 몰라요누구나 욕심,시기.질투 가지고살지요표현을 하나 안하나의 차이일뿐",1
조진웅같은 남편 ㅠㅠ 현실에 진짜 있을까;;;,1
재밌게 잘봤어요 개웃김 진짜,1
진짜 오질라게 가식적이고 인위적이네연..역시 난 한국영화 체질이 아님ㅇㅇ돈 안내고봐서 너무너무 다행임 스토리도 연출도 답없음,0
왜 욕을 먹는지 알겠다 스트레스,0
와 감독작가연출 배우 다 대박 ... 한곳에서 대화만하는데 어떻게 안지루할수 있지.. 감동적임,1
모르고 사는것도 마음편한걸..,1
재미없다고 중간에 나왔다고하는사람들전부 다~~영화처럼 사는 사람들 아닌가요?ㅋㅋ자신의 얘기니깐 당연히 웃으면서 볼수없겠죠^^찔리는게 많으니깐 연인과 볼수없는거겠죠저희는 찔리는게 1도 없으니 아주 재밌었습니다^^,1
그냥 웃다가 시간끝 ㅋㅋㅋ,1
김지운 감독님 나한테 왜 그러셨어요?,0
오씨엔 에서 해도 안볼듯..,0
망작이네요 보다가 잠만 실컷 잤습니다 피로가 확 풀리네요,0
알고 두번보면 또 다른느낌!!!,1
좋았습니다 타인과 자신을 되돌아보는 영화네요,1
가나다라마바사아자차카타파하,0
아무리 강동원팬이지만 이건 너무 했음..진짜 강동원 얼굴만 보려고 노력함,0
"사이트에 벌써 파일들이 100원 200원에 마구 쏟아져 나오는데, 신기한건 거저 줘도 다들 안 볼 기세라는거다. 정말 비참한 일이지.",0
재미있었어요 친구들이랑 끝나고도 많이 말했던 영화,1
걍쓰레기10바10재나,0
I enjoyed it.,1
넘 멀리갔네요..울나란 아직 기계적인영화는 아닌것같아요.조금 지루하기도했고요..이름난배우님들이 아깝꾼요.배우님들봐서 점수줌..,1
1점은 넘하네 연출 액션다 쩔든데 배우들연기좋고 평점 테러하지 맙시다,1
재미잇있어요 오랜만에 재미느끼고갑니다인터스텔라이후 집중핬내요,1
1점도 아깝다  ㄹㅇ ..,0
너무너무너무 감사합니다 이런 영화를 만들어주셔서,1
재밌다기보단 그냥 친구들 만나서수다떨다 온기분있을법한 일이라더 와닿았던거같아용 ㅎㅎ,1
강동원이 강동원 했을뿐인데?,1
이 정도 플롯으로 이런 영화를? 간만에 만난  웰 메이드 영화! 강추!!,1
개꿀잼인데 ㅋㅋ 평에 수준 낮다느니 여성비하 동성애 비하 같은 말들 있길레 별 기대 안했는데 ㅋ 이영화 욕하는 애들은 꼴페미나 상대 배급사 알바인듯 ㅋ,1
시대 역행 그 이상 그 이하 아닌,0
진짜어른영화인것같음,1
하여튼 물타기 타서 OO 모르느 놈들도따라서 노잼노잼 거리네 마블래기 새끼들 땜에 한국영화들 무너지게 생겼네,1
안 봤는데 알바가 너무 많아서 1점 드려요 밸런스 위해서,0
댓글알바ㅋㅋㅋㅋ 개극혐 진짜 보지마세요,0
말이필요읍다..오랜만에 큰소리로 웃어봣다,1
별로였어요 인랑이 뭔지도 모르겠고,0
이건  뭔가요?? 뭐 이런 ?망작,0
"완벽한 타인..제목 그대로의 의미를 기가막히게 표현하는영화. 누구보다 가까운사이지만 서로의 모든것을 알수는없고, 그렇기에 평화롭게 살아갈수있는우리. 영화 내내 지루할틈이없었고 중간중간 코믹요소까지 빵터지는가하면서도 ...",1
차라리 리얼이 나을지도...,0
그냥 보세요 재미있습니다.,1
평점 영점짜리는 없나요 1점도 아까움 정말 대충 안듬 언론 플레이 하지도 말고 속지도 마세요 설마 속편 나올라,0
"배우들의 연기, 명불허전",1
갑자기 영화보러가게된거라서 별기대없이 예매했는데 엄청웃김 진짜 꼭보세요 !,1
별점 다섯개도 모자랄정도로 훌륭한데. 왜 ?댓글안쓰는데 화가나서 후기 남긴다.원작을 모르는 사람으로서 너무재밌게 보았다로맨스있지. 미술도 넘 좋지..액션도빨간망토이야기도 몰입하게 만드는 장면도대체 왜 욕을먹는가?이것...,1
너무너무 재미있습니다 특히 유해진이 너무 웃겨요!,1
일단 일본 원작 애니메이션과 다른 점은 남북통일을 앞둔 미래를 소재로 했다. 지금은 해당 영화에 대해 혹평을 하지만 장차 남북통일을 앞두고 엄청난 반대 여론이 일어날 때 해당 영화에 대한 재평가를 받을 것이다.,1
인랑..액션도 볼만햇고..지루하진않앗어요?오히려 미션임파서블 풀아웃 보다가 잠들뻔..시리즈중에 최악..톰아저씨팬이지만  이번건 너무 댓글알바땜에 낚인기분..ㅠㅠ,1
재밌음 결말은 아쉬웠지만,1
누구나뭐 하나씩은 비밀이 있겠죠,1
기대 한 만큼재밌다아아ㅠㅠㅠㅠ,1
이거 장르  스릴러입니다... 무섭다...,1
개노잼노잼노잼노잼노잼,0
모티브만 따온거야? ㅉㅉㅉ,0
"자.. 들어봅시다! 재미있다는 분들은 어느부분이 재미있었나요??  중간중간 웃음 포인트는 있었으나.. 그게 다임.. 그게 평점 9점을 만들 수 없는 영화임 ㅡㅡ^ 보는내내 불편했던 영화.(참고로 ""다*""...",0
왜 전화 건 사람들은 뭘 저렇게 말을 다 쏟아내냐 ㅋㅋㅋㅋ,0
리뷰 처음 적는데 정말 노잼,0
진짜 재밌어요 인생에서 한번쯤 은 봐야할 영화,1
꼭 봐야할 영화. 최고의 시나리오와 최고의 배우들,1
영화 재미있게 밨습니다~^^ 배우들 넘 잘하네요 ㅎㅎ,1
올만에 재밌는 영화봤다. 연기도 연기인데 내용자체가 있을수있을법해서 씁쓸,1
소문난 잔치에 먹을 것 없더라!! 감독이 욕심부려 이도저도 아닌 영화. 액션도 그닥 멜로는 공감이 안되고 메시지를 주려고는 했는데 실패하고 결론도... 한마디로 지루함,0
인간의 심리를 좀 더 자세하게 보여줬으면 하는 아쉬움과 이서진 연기 정말 못한다..,1
간만에 유치하지 않은 어른코메디를 봤다. VOD나옴 또 볼꺼임.,1
영상미 정말 좋았고요 인랑 포스가 진짜 원작이랑 그이상이라 놀랐습니다,1
김지운 감독은 이제 은퇴하셔야 할 듯,0
재밌던데..나만그런가,1
사람들은 가면을 쓰고있다,1
"영화 스토리가 왜 ,,,,",0
인랑!!  한마디로  개 재밌음~액션씬!  대박!!,1
남편과 함께 봤는데  정말 웃다가 눈물까지 남. 진정한 블랙코미디.각본도 최고 연출도 최고 연기도 최고!!,1
정말  재미없고  뭔가  서로어울리지않는  그런영화..추천하지않아요..,0
기혼자 공감 영화~^^,1
나도그중에한명었던듯 ㅎㅎ,1
웃음포인트가 되게 많네용,1
많이들 웃으시는데 편한 영화는 아니였어요,1
노잼. 옆에 앉아있던 ㅅㄲ는 웃기는 타이밍도 아닌데 뭐가 그리찔리는지 혼자 영화관 떠나가라 웃어대는데 주둥이 때리고 싶었다,0
인간에 대한 회의감을 느낌,1
"한국영화에서 오랜만에 블랙 코미디 장르가 나와  신선했고 , 우리 주변에 볼수 있는 누구나 한번쯤 공감할 수 있는 내용이라서 타 블록버스터 영화에 비해 솔직함이 매력적이었습니다.",1
아주 굳 재밌습니다욨 쿄쿜ㅋ,1
신선해서 재밌었어요!,1
올해한국영화중에 제일재미있었다배우의연기력이정말최고였다송하윤이쁨!,1
나름 흥미있어음...ㅎㅎ,1
그냥 뭐 그냥저낭 볼만은 했는데 .... 그냥 볼만만 햇다,1
마지막반전이 영화를 고퀄로 바꾸는 매직,1
뭐가 재밌는지 잘 모르겠다 .. 그냥 사람들의 속마음을 알아버리니 불쾌하다 ..,0
원작을 보지도 않고  잣대를 들이대는 구나....총격씬 만으로도 충분히 가치가 있다,1
후덜덜하군요..공포영화임ㅋㅋ,1
"재미있었어요.한국판 <인랑>을 본 후 관심이 생겨 일본판 애니 <인랑>도 보았었요.큰 틀에선 같은 이야기이고, 디테일에 있어서 상이점, 도입부와 마지막  부분을 다르게 처리했더군요.실사영화의 구...",1
식탁에서 배우들 연기 좋네요 간만에 빵터졌습니다,1
"이 금쪽 같은 칼퇴하 저녁, 내 돈 이만원을 주고, 짝사랑 하는 사람과 함께 인랑... 을 본 내가 참 한심하다.",0
배우는Sss급인데 영화는C급임 ㄹㅇ단한번도 내가 영화100편내내평점 안적어봤는데 ㄹㅇ 개노잼임진짜 억울해서 평점 적는다 ㅡㅡ,0
이게 정말 최선이란 말인가...,0
진짜 별다른거 없고 배우들로만 일궈낸 영화. 재밌어요,1
"인생 최고의 걸작이다. 무인도에 들고 갈수 있는 3가지 물건이 주어진다면, 주저없이 1순위로 '인랑'이 담겨져 있는 노트북을 가져갈것이다.",1
많이 웃고 많이 생각하게 만든 영화입니다.,1
진짜 에바참치다;;;;,0
최고의 명장면 김무열의 후룸라이드,0
무엇을 전하려 하는지 모르겠다..다 보고 느낀점은 강동원이 잘생겼다 정도...,0
많이  웃으면서  봤고요~~배우들의 리얼한 대사가 gpod~~,1
믿고 거르는 강동원 영화 ㅋㅋㅋㅋ 드라마 원톱 할 연기력도 안되는데 뭔 깡으로 영화만 찍는지 ....,0
핸드폰이 인생의블랙박스가 맞는거같아요 ㄷㄷ,1
볼만한영화 한반쯤은괜찮아요,1
재밌어ㅛ오아라로나라아,1
갴굴잼ㅋㅌㅋㅋ진짜 ㄹㅇ재밌음 개터짐,1
아 간만에 웃느라 눈물흘렷네,1
충격먹음 . 이렇게 재밋을수잇나,1
관계는 거리가 있어서 유지되는 걸지도,1
게임을 시작하지~ 누구에게나 비밀은 있다.,1
시간 아깝다. 더이상 무슨 말을 하리.,0
이런식으로 영화를 만들수도 있구나...,1
너무 좋다. 공감가는 내용이 많음,1
결혼한 사람이면 마냥 웃을수만은 없는 영화라는걸 알거에요..ㅠ염정아+김지수의 사연이 제 얘기같아 남편과 보는 도중 저는 눈물만 줄줄 흘렀네요남자들은 서로 이기적인 비밀을 가지고있는데 여자들만 불쌍함.. 조진웅빼고.....,1
재밌었어요.인생이 다 그런거죠.알면서 모르는척속아주는게 속편할때도 있는,1
어디가에 있을법한 이야기였습니다.,1
간만에 영화관에서 다른사람들 눈치 안보고 맘껏 소리내고 웃을 수 있었습니다!!ㅋㅋㅋ반전도 여럿 비치되어있고 배우들간의 케미가 돋보이는 간만에 제대로된 한국영화인것 같습니다!,1
강동원이 너무 잘생겨서 별점 그나마 4점 드립니다,0
두번봤는데 진짜 재밌었어요!!!,1
정우성 난민 데려살면 1점 더 드릴게,0
여혐에 남혐에 동성에혐오에 혐오란 혐오는 다 때려부었네 이런걸 코미디라고 만드냐,0
정말 재미있어요 한번 더 보고싶은 영화,1
최근 본 영화중에서 가장 재밌었고 시사점이 있는 영화였습니다.,1
진짜 영화관에서 배꼽잡고 웃은거 진짜 올만이네요ㅎㅎ,1
한국 코미디  오랜만에 열일하시네요,1
"한편의 잘짜여진 연극무대를 본 느낌... 웬만한 공포영화 이상의 쫄림을 준다... 그리고.. 염정아 정말 정말 연기 잘하네요... 속을 토해내는 장면에서 그 미묘한 말투와 표정에 감탄했습니다. 유해진, 윤경호 이 두...",1
평점보니 너무 낮다 영화 좋았다 강동원씨 이제 성인연기 물이 익었다  다만 주제가 무거웠다,1
빨걍이 망상영화 ㅋ.ㅋ.ㅋ.ㅋ 영화계는 죄다 왜 친북인지 ㅉㅉㅉ,0
소재도 괜찮고 배우들 연기도 좋고 good,1
이와중에 이서진이랑 유해진 부럽다....저런 여자 만나고싶다 ㅋㅋ,1
결국 입이 문제.. ㅋ 신박하게 풀어낸 요즘같을 때 꼭 필요한 이야기,1
외로운 늑대의 느낌을 잘 살리려면 강동원 연기가 좀 더 살아야했다고 봅니다.액션신은 멋있었네요~~^^,1
마지막에 정우성이 빡친 와중에 갑옷입고 들어가는거 겁나 웃겼음,1
진짜 많이 웃고 간다 ㅋㅋㅋ,1
생각보다 훨씬 재밌었습니다,1
연기자들 연기가 무척 좋았어요,1
jQuery22408126572262048011_1532955632451?: 이영화 선택한 사람들은 지적수준이 높은 분들 거대자본 외산영화에 맞서 어쩌고 저쩌고 인랑의 배급사는 워너브라더스지만 아무튼 어쩌고,0
한효주 나오는건 안볼라고,0
ㅋㅋㅋㅋ 강동원얼굴보려면 봐라.,0
전 어제 재밌게 봤는데 평점 왜이러죠?,1
영화관에서 본 최악의 영화,0
"제작비, 배우들 섭외 때문에 3점 드립니다. 솔직히 초반은 혹할 만한 설정과 속도감 있는 진행으로 보는데 불편하지 않았으나 빨간망토부터 공감되지 않고 흐름이 늘어지는 억지 멜로, 집중감 떨어지게 만드는 연출들..후반...",0
개꿀잼이에요 ㅋㅋㅋ 엄청웃음,1
난민조무사 중졸 김어준꼬봉 선동꾼 군미필 미개충  나오는 영화라 보다가 바로 토하고 나왔네요. 그것이 출연하는지 몰랐어요.ㅠ,0
이영화 공포 스릴러 영화입니다.,1
웃픈영화 모르는게 약이다,1
네이버서 이점수면 말다한듯,0
"한국영화 웬만해선 뻔하고 눈물 쥐어짜고해서 별로 안좋아했는데 진짜 재밌게 봤어요! 그냥 모든 사람은 비밀이 있다 라는 내용인 영화인 줄 알았는데 성소수자, 가정주부 관련한 사회 풍자도 좋았습니다",1
나처럼 개봉하고 얼빠년들의 평점 조작으로 재밌는줄 알고 봤다 개낚인 사람들 많았나보군 ㅋ 속은 사람들의 빡침이 평점으로 느껴지는구만 ㅋㅋㅋ,0
배우들의 연기가 너무 좋았구요~ 시나리오쓰신분도 대단하시네여 ㅎㅎ 극장안 사람들 모두 빵빵 터졌습니다 ㅋㅋ,1
다시금 깨달았다.. 믿거한 믿거정 믿거강,0
믿보배 총출동이네~~,1
존잘남 배우들의 대향연,1
발연기에 국어책읽기 억지로 끼워마추기 성냥팔이소녀재림보고 만드셧어요?,0
오랜만에 웃으면 봤네요!!,1
영화관에 이렇게.웃어본적이 있던가 ㅋㅋ 끝나고는 다음엔. 여운.남는 좋응영화,1
진짜 영화 리얼 다음으로 노잼영화 오랜만이다 리얼은 설읍읍이라도 있지,0
블랙코미디의진수!!,1
좀 지루하네... 좀 안타깝네...,0
혼자영화보가 오랜만에 꺽꺽거리며 웃었다.벨소리 울때마다 느끼는 긴장감도 있었다.인셉션도 생각나고 재밌더군,1
사람들 반응 보니 나중에 공짜로 다운로드 받아 놓고도 왠지 안보고 방치해둘거 같다,0
김지운 싫망이야 ㅇㄱㄹㅇ,0
"예상 외로 짜임새 좋고 배우들의 연기 리얼해서 더 좋았고, 호불호가 갈릴거라는 결말마저 좋았다. 간만에 크게 웃으며 본 영화",1
시나리오. 배우만 좋으면 많은 제작비없이 훌륭한 영화 만들수 있다.,1
짝패에서 봤던 현실감없는  오버액션 독전을 뛰어넘는 엉망인 스토리변비환자의 화장실같은 로멘스 덕분에 영화관에서 잘잤습니다^^,0
정치적 뒤틀림을 불편하게 세뇌시킨다,0
한효주.  비호감 비호감 비호감 비호감,0
군중심리에 당했다..,0
간만에 엄청 웃으면서 본 영화!!!,1
사람은 누구나 세 삶을 가지고 산다.,1
전날 술 엄청 먹고 피곤한 상태에 억지로 끌려가서 봤는데 해장이 절로..,1
커플이랑보지말라는이유를알겠음..(소름),1
오랫만에 웃다가 숨넘어갈뻔,1
너무 재미있어요. 오랫만에 괜찮은 영화 봤네요,1
배우 조합이 아주 완벽한 영화였음,1
감독이 자신을 너무 과신한듯.,0
보기힘들어 잠들면총소리때문 깸보는 내내 고문당하는 느낌,0
너무 재미있어요!!!,1
완벽한 타인과 완벽한 개인의 시점을 보여준영화,1
스토리 재밌고 연기도 짱 결말이 약간 아쉬웠다,1
너무 웃겨요 여자친구랑 심야로 봤는데 ㅎㅎ,1
별재미없음팝콘값이 아깝다이런게영화라니,0
인생최악영화 역대 가장무의미,0
왔다갔다영화보고돈쓸시간에 잠을 자는게 정신건강에 좋습니다,0
포스터만 봐도 직감은 했어 ㅌㅌ,0
근래에 본 한국영화중에 가장 잠이 잘오고 돈아까웠다 ㅅㅂ,0
"안 봤으면 후회할 뻔했다. 웃고, 놀라고, 같이 분노하며 보다가 막상 영화관을 나오니 고요해진 우리. 진실이 드러나는 것과 감춰지는 것, 무엇이 진짜 엔딩이었을까? 계속 돌아가는 반지가 기억에 남는다.",1
나의 추억을 딸과 나눌수 있어서 행복했던 영화,1
한효주가 이뻐서 10점을 주고싶었지만 양심을 속일순 없었다,0
사람의 본심은 월식과 같아서...,1
가장 내용있는 작품입니다재미있게 보았습니다 10점,1
뭔내용인지 저한테 설명좀 해주실분소장용으로 구매해서 봤는데 이해가 안감,0
재밌어용 마지막부터 반전,1
낄낄거리면서 봤어요. 낄낄,1
간만에옷고갑니다잘벼ㆍㅆ어요,1
무료영화 나오면 보자 ㅋㅋㅋㅋ,0
보고 나면 기분이 완벽히 유쾌해지는 ^^,1
졸린데 씨끄럽다ㅋ 앜 내돈,0
마케팅에 속은듯.. 평점조작이 있는거같아사람 너무 기대하게 만들었음.개인적으로 6~7점 정도의 영화라 생각해 평점좀 낮추겠습니다,0
잘나가는 감독이 한번은 꼭 자기멋에 취하더라~빵점은 없냐,0
시간가는줄 몰랐습니다. 있을법한 이야기이기도 하고 염기력도 빠지질 않는듯,1
영화 완전 추천 드림!!,1
이게 왜 평점이 6점이지 알바 댓글 위엄보소 ㅎㄷㄷ;;,0
연출이 넘 구려서 그런지 배우들까지 전부다 어색하고 오글거리고 ㅋㅋㅋ,0
염정아 유해진만보임재미지게 보기좋음,1
올 여름 최악의 영화. 도중에 나오고 싶었으나. 배우들 불쌍해서...,0
"강동원 나온다고 해서 봤는데 솔직히 한효주랑 강동원 멜로를 꼭 넣었어야했나 하는 생각이..보면서 둘이 있는장면에서 응...?했던게 한두번이 아님 그래도 액션씩은 정말 배우,스태프분들이 고생해서 찍은거같아서 10점드려...",1
돈이 너무 아까운 영화 ㅠ 내돈돌리도ㅡㅡ,0
진짜 재밌습니다!!ㅎㅎㅎ추천합니다!ㅎㅎ,1
"스토리가 뭔지 전혀 모르겠음. 애들이 싸우는데 왜 싸우는지 영화관에 있는 그 누구도 알지 못함.안그래도 이해 안되는데 중간에 겁나 뜬금없이 로맨스 끼얹기,  이렇게 개연성 전혀없이 이어지다가 마지막엔  교훈 주는식으...",0
잘봫어요ㅇㅇ 다음 영화는 뭐보냐,1
시간가는줄모르고 봤네요 !!재밌어요,1
잼있게 잘 봤어요크게 웃었네요 ㅋㅋㅋ,1
애매합니다. 스토리에 부합되는 캐릭터가 조화를 이루지 못하고 말았습니다.  좀 그렇네요....,0
최악이네여 ㅜㅜ이게뭡니까ㅠㅠ,0
킹때도 그렇고 아수알때도 그렇고  정우성은 연기가 언제 느나요???,0
혼영으로 딱좋았어요. 절대폰공유는 하지맙시다.  ㅎㅎ 잘봤어요! 누구나 비밀은 있다 ㅋㅋ,1
기대 안했는데 잼있었음~^^,1
인랑 원작은 본 적이없는데 액션하나는 볼만하다,1
난민언급한뒤 다 급속도로 추락하시네,0
한효주 센척하는연기. 쓸데없는 국수먹방,1
별 같잖은 쓰레기같은 영화,0
2차 뛰고 싶은데 상영관이 이렇게나 줄다니 ㅠ,1
배우들 얼굴 봐서 6점 줌니다. 참...,1
